Sex,Age-group,State of Residence,Area Type,FP2030 policy awarenes,Barriers to FP2030 implementation
Female,36-45,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Bauchi,Rural,No,Lack of awareness;
Female,25-35,Ebonyi,Rural,No,No Idea;Lack of awareness;
Female,56 and above,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Gombe,Urban,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;Resistance from traditional/religious leaders;Derogatory and Pejorative Ignorance against women ;
Male,18-24,Ebonyi,Rural,Yes,No Idea;Lack of awareness;Weak political will;
Male,36-45,Taraba,Urban,No,Weak political will;
Male,25-35,Taraba,Urban,Yes,Lack of awareness;
Female,25-35,Taraba,Rural,No,No Idea;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Gombe,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure;Weak political will;Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;
Male,36-45,Ebonyi,Rural,No,No Idea;
Male,36-45,Ebonyi,Rural,No,No Idea;
Female,56 and above,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Edo,Rural,Yes,Weak political will;Limited healthcare infrastructure;Resistance from traditional/religious leaders;
Male,36-45,Ebonyi,Rural,No,No Idea;
Female,46-55,Ebonyi,Rural,No,No Idea;
Male,36-45,Ebonyi,Rural,No,No Idea;
Female,25-35,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Female,46-55,Ebonyi,Rural,Yes,Inadequate funding;Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ebonyi,Rural,No,No Idea;
Female,18-24,Ebonyi,Rural,No,No Idea;
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;
Female,25-35,Ebonyi,Rural,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding;Resistance from traditional/religious leaders;
Male,36-45,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding;Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Lack of awareness;Inadequate funding;
Female,18-24,Abia,Urban,Yes,Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Weak political will;Limited healthcare infrastructure;
Female,46-55,Ebonyi,Rural,No,No Idea;
Male,46-55,Ebonyi,Rural,No,No Idea;
Female,56 and above,Abia,Rural,Yes,Weak political will;Limited healthcare infrastructure;Inadequate funding;
Female,18-24,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ekiti,Urban,Yes,Inadequate funding;
Female,46-55,Ebonyi,Rural,No,No Idea;
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;
Male,25-35,Ebonyi,Rural,No,No Idea;
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;
Female,46-55,Ebonyi,Rural,No,No Idea;
Male,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Lack of awareness;Limited healthcare infrastructure;Inadequate funding;Weak political will;
Female,36-45,Gombe,Urban,Yes,Lack of awareness;
Male,36-45,Abia,Rural,No,Resistance from traditional/religious leaders;
Male,25-35,Abia,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Gombe,Urban,Yes,Resistance from traditional/religious leaders;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,36-45,Abia,Urban,Yes,Lack of awareness;Weak political will;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Taraba,Urban,No,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Female,36-45,Abia,Urban,Yes,Lack of awareness;Weak political will;
Male,25-35,Gombe,Rural,No,Lack of awareness;
Female,36-45,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,56 and above,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Female,25-35,Abia,Urban,No,No Idea;
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Male,46-55,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,46-55,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,36-45,Ebonyi,Rural,No,No Idea;
Female,46-55,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;
Male,25-35,Ebonyi,Rural,Yes,Inadequate funding;Lack of awareness;
Female,36-45,Ebonyi,Rural,No,No Idea;
Female,56 and above,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding;Limited healthcare infrastructure;
Male,56 and above,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Inadequate funding;Limited healthcare infrastructure;
Female,18-24,Ebonyi,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Inadequate funding;Limited healthcare infrastructure;
Female,56 and above,Ebonyi,Rural,No,No Idea;
Male,46-55,Ebonyi,Rural,No,No Idea;
Female,56 and above,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,46-55,Ebonyi,Rural,No,No Idea;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;
Female,46-55,Abia,Urban,No,No Idea;
Male,25-35,Bauchi,Urban,No,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;No Idea;
Female,25-35,Bauchi,Urban,No,Lack of awareness;No Idea;Inadequate funding;
Male,46-55,Ebonyi,Rural,No,No Idea;
Female,36-45,Bauchi,Urban,No,No Idea;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;Resistance from traditional/religious leaders;
Male,56 and above,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Bauchi,Rural,No,Lack of awareness;Resistance from traditional/religious leaders;
Female,46-55,Ebonyi,Rural,No,No Idea;
Female,36-45,Bauchi,Urban,No,No Idea;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;Resistance from traditional/religious leaders;
Male,25-35,Bauchi,Rural,No,Lack of awareness;
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Bauchi,Urban,No,No Idea;
Female,25-35,Bauchi,Urban,No,No Idea;
Male,18-24,Bauchi,Urban,No,No Idea;Lack of awareness;
Male,25-35,Bauchi,Urban,No,No Idea;Lack of awareness;
Female,25-35,Kano,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,18-24,Abia,Urban,No,No Idea;
Male,25-35,Bauchi,Urban,Yes,Lack of awareness;
Male,36-45,Taraba,Rural,No,Lack of awareness;
Female,36-45,Taraba,Rural,No,No Idea;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;
Female,18-24,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Gombe,Rural,Yes,No Idea;Weak political will;
Female,46-55,Abia,Urban,No,No Idea;
Female,36-45,Abia,Urban,Yes,Lack of awareness;Weak political will;
Female,25-35,Bauchi,Urban,No,No Idea;
Female,18-24,Gombe,Rural,No,Lack of awareness;Weak political will;
Female,25-35,Gombe,Urban,No,Lack of awareness;No Idea;
Female,36-45,Kano,Urban,No,Weak political will;
Female,25-35,Abia,Urban,Yes,Lack of awareness;Weak political will;Inadequate funding;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;
Male,46-55,Abia,Urban,No,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Male,25-35,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;Limited healthcare infrastructure;
Male,36-45,Abia,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Female,25-35,Ekiti,Rural,Yes,Lack of awareness;
Male,25-35,Gombe,Urban,No,Lack of awareness;Inadequate funding;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;
Female,25-35,Gombe,Rural,No,Lack of awareness;
Male,25-35,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Weak political will;
Male,36-45,Gombe,Urban,Yes,Lack of awareness;
Female,25-35,Gombe,Urban,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Weak political will;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Male,25-35,Gombe,Urban,Yes,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Gombe,Urban,No,Lack of awareness;
Female,25-35,Gombe,Urban,No,Lack of awareness;Inadequate funding;Weak political will;
Female,25-35,Gombe,Urban,No,Resistance from traditional/religious leaders;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Bauchi,Rural,Yes,Lack of awareness;
Female,25-35,Gombe,Urban,No,Lack of awareness;
Male,46-55,Gombe,Urban,No,Resistance from traditional/religious leaders;
Female,36-45,Gombe,Rural,Yes,Resistance from traditional/religious leaders;
Male,25-35,Edo,Urban,No,Inadequate funding;Resistance from traditional/religious leaders;Lack of awareness;
Male,25-35,Gombe,Urban,No,No Idea;
Male,25-35,Gombe,Urban,Yes,Lack of awareness;Weak political will;Inadequate funding;
Male,25-35,Gombe,Urban,No,Inadequate funding;
Female,25-35,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;Inadequate funding;Fear from the women from being labelled unsubmissive or/and feminist.;
Male,25-35,Bauchi,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Male,18-24,Taraba,Urban,No,No Idea;
Male,25-35,Gombe,Rural,No,No Idea;
Female,36-45,Gombe,Urban,No,Lack of awareness;
Male,25-35,Gombe,Urban,No,Lack of awareness;
Female,25-35,Gombe,Urban,No,No Idea;Lack of awareness;Limited healthcare infrastructure;Weak political will;
Male,25-35,Taraba,Rural,No,No Idea;Lack of awareness;
Female,25-35,Gombe,Urban,No,No Idea;
Male,25-35,Gombe,Urban,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
